gvkey,datadate,fyear,tic,revt,sic
012756,20191231,2019,CCEP,13485.2700,2086
012761,20191231,2019,STKL,1190.0220,2086
012778,20191130,2019,PACXF,0.0000,1040
012785,20191231,2019,PPC,11409.2190,2015
012796,20191231,2019,CLGX,1762.2350,7374
012796,20191231,2019,CLGX,1773.3670,7374
012807,20191231,2019,GTII,0.0000,3590
012818,20190630,2019,ISR,7.3140,2836
012825,20190930,2019,JJSF,1186.4870,2050
012833,20191231,2019,DKL,583.9920,5171
012840,20191231,2019,HTLD,596.8150,4213
012850,20191231,2019,CERN,5692.5980,7373
012860,20191231,2019,LMEFF,0.0000,1040
012874,20191231,2019,ICAD,31.3400,3845
012892,20191231,2019,SUN,16596.0000,5172
012909,20191231,2019,MKL,9521.8230,6331
012909,20191231,2019,MKL,9541.6860,6331
012915,20191231,2019,OSUR,154.6050,2835
012926,20191231,2019,FRPH,23.7560,6512
012942,20191231,2019,RGRX,0.0770,2834
012945,20190930,2019,PLXS,3164.4340,3672
012956,20191231,2019,IOR,6.5740,6162
012964,20191231,2019,CDZI,0.4410,4941
012972,20190930,2019,IMKTA,4202.0340,5411
012976,20190131,2018,SHOS,1449.9480,5700
012986,20191231,2019,KTGDF,0.0000,1040
012987,20191231,2019,XSPA,47.3310,7990
013030,20191231,2019,SEMUF,647.1600,4412
013041,20191231,2019,SNV,2406.5380,6020
013041,20191231,2019,SNV,2406.5380,6020
013071,20191231,2019,RDNT,1154.1790,8071
013089,20190831,2019,UPI.,15.9310,7340
013092,20190930,2019,JACK,950.1070,5812
013125,20191231,2019,PEAK,1988.7580,6798
013125,20191231,2019,PEAK,2218.8960,6798
013128,20190731,2019,EEI,88.5100,8711
013141,20190930,2019,GPKUF,0.3090,6799
013142,20191231,2019,CMO,323.1190,6798
013142,20191231,2019,CMO,231.1760,6798
013145,20191231,2019,ICAGY,28622.3910,4512
013176,20190228,2018,SOTK,11.6100,3690
013184,20191231,2019,CYTR,0.0000,2836
013189,20191231,2019,CDR,144.0830,6798
013189,20191231,2019,CDR,148.6740,6798
013200,20191031,2019,PLAB,550.6600,3674
013235,20191231,2019,ICCC,13.7230,2835
013239,20191231,2019,KRMD,23.1630,3841
013251,20191231,2019,MAMP,7.2420,6512
013252,20190930,2019,GLGDF,35.7060,1040
013312,20190630,2019,BHP,44631.0000,1000
013323,20191031,2019,SAFM,3440.2580,2015
013341,20191231,2019,PGR,38997.7000,6331
013341,20191231,2019,PGR,39022.3000,6331
013342,20191231,2019,RLI,1003.5910,6331
013342,20191231,2019,RLI,1029.6690,6331
013353,20191231,2019,WEC2,3496.7000,4931
013354,20190228,2018,VOXX,446.8160,3651
013358,20190630,2019,BNTRF,0.0000,1000
013360,20191231,2019,STCB,0.2400,7310
013381,20190131,2018,DXLG,473.7560,5651
013400,20191231,2019,ASM,31.7460,1044
013421,20191231,2019,CDNS,2336.3190,7372
013427,20191231,2019,BRK1,19844.0000,4991
013428,20191231,2019,BRK2,2927.0000,4931
013431,20191231,2019,BRY,559.4050,1311
013453,20191231,2019,OPY,1033.3790,6211
013453,20191231,2019,OPY,1033.3790,6211
013460,20191231,2019,PED,12.9720,1311
013480,20191231,2019,EBIX,580.6150,7372
013484,20191231,2019,SNGX,4.6300,2834
013498,20191130,2019,CCL,20825.0000,4400
013506,20191231,2019,0189A,10986.0000,5961
013510,20191231,2019,DRE,1283.7040,6798
013510,20191231,2019,DRE,1015.1060,6798
013520,20191231,2019,CMCL,75.8260,1040
013558,20191231,2019,WSCRF,0.0000,1000
013561,20191231,2019,MBI,223.0000,6351
013561,20191231,2019,MBI,281.0000,6351
013562,20191231,2019,BDN,589.0740,6798
013562,20191231,2019,BDN,572.8130,6798
013570,20191231,2019,MIDD,2959.4460,3580
013579,20191231,2019,EQC,200.2420,6798
013579,20191231,2019,EQC,622.4140,6798
013580,20191231,2019,UHT,78.9590,6798
013580,20191231,2019,UHT,80.9100,6798
013582,20191231,2019,CPSH,21.4680,3290
013602,20190430,2018,CRMT,586.5080,5500
013619,20190331,2018,ABMD,769.4320,3841
013623,20191231,2019,CNMD,955.0970,3845
013631,20191231,2019,GRST,0.3600,8060
013646,20190131,2018,TIF,4442.1000,5944
013649,20190930,2019,NHLD,212.9410,6211
013664,20191231,2019,GLIBA,894.7330,4812
013683,20191231,2019,TEF,55057.6490,4812
013700,20191231,2019,XRAY,4029.2000,3843
013709,20191231,2019,IEP,8720.0000,9997
013710,20191231,2019,FUN,1474.9250,7996
013712,20191231,2019,6685B,3375.9000,3350
013714,20191231,2019,VIAC,27812.0000,4888
013721,20191231,2019,ZTS,6276.0000,2834
013733,20191231,2019,PMD,37.6780,8071
013759,20191231,2019,MHGU,467.5470,5812
013765,20190630,2019,NAII,138.2900,2834
013782,20190331,2018,LABL,1725.5540,2750
013786,20191231,2019,HRTX,145.9680,2836
013794,20191231,2019,THMO,13.0470,3821
013824,20190930,2019,FICO,1160.0830,7373
013825,20191231,2019,RMK.,0.0000,1400
013835,20191231,2019,RGLS,6.8320,2836
013861,20191231,2019,TTSH,340.3510,5700
013871,20191231,2019,SMLP,443.5280,1311
013888,20191231,2019,COOP,2612.0000,6162
013888,20191231,2019,COOP,2007.0000,6162
013906,20190930,2019,JOUT,562.4190,3690
013913,20191231,2019,GBCS,6.9860,6798
013948,20191231,2019,CMS1,6376.0000,4931
013962,20190731,2019,FGPRQ,1684.3920,5900
013963,20191231,2019,VGR,1452.4550,6531
013970,20191231,2019,TVAGF,569.9100,4833
013971,20191231,2019,MEOH,3283.5140,2860
013982,20190228,2018,BNVIF,0.6670,7370
013988,20191231,2019,SCHW,11785.0000,6282
013988,20191231,2019,SCHW,11785.0000,6282
013992,20191231,2019,EXETF,1131.9500,8051
013994,20191231,2019,HUSKF,19983.0000,2911
013997,20191231,2019,TORSF,478.9750,2711
014010,20191231,2019,TGA,137.2510,1311
014018,20190731,2019,QZMRF,0.0000,1040
014027,20191231,2019,CLH,3412.1900,4955
014033,20190331,2018,ANFIF,64.4370,2040
014034,20191130,2019,SMEYF,68.4830,6411
014042,20191231,2019,CFPZF,4658.3000,2400
014043,20191231,2019,PCAR1,762.0000,6153
014062,20191231,2019,CCDBF,5321.3000,2670
014065,20191231,2019,CADNF,4996.0000,2631
014078,20191231,2019,BDRBF,15757.0000,3721
014084,20191231,2019,AIN,1054.1320,2221
014088,20191231,2019,AEP10,327.0340,4911
014099,20191231,2019,TUERF,106.4570,6798
014107,20191231,2019,4779B,9526.0000,6211
014108,20191231,2019,CYBE,59.2630,3827
014112,20190630,2019,FKWL,36.4690,3661
014113,20190930,2019,MITK,84.5900,3577
014118,20191231,2019,AMIVF,66.1710,6172
014140,20191231,2019,SAN,68245.5400,6020
014140,20191231,2019,SAN,69291.4140,6020
014154,20191231,2019,PPL7,3206.0000,4931
014155,20191231,2019,VTDRF,166.8190,1381
014163,20191231,2019,MNIQQ,709.5160,2711
014172,20191231,2019,FULT,1041.4660,6020
014172,20191231,2019,FULT,1041.4660,6020
014192,20191231,2019,GANS,434.3230,6331
014219,20191231,2019,BXS,1055.6930,6020
014219,20191231,2019,BXS,1055.6930,6020
014225,20191231,2019,FAST,5333.7000,5000
014229,20191231,2019,TATT,102.0320,4581
014253,20191231,2019,WABC,205.6570,6020
014253,20191231,2019,WABC,205.6570,6020
014256,20190630,2019,MXIM,2314.3290,3674
014269,20191231,2019,HLF,4877.1000,5122
014275,20191231,2019,FRC,4115.6730,6020
014275,20191231,2019,FRC,4156.6990,6020
014282,20191231,2019,APH,8225.4000,3678
014304,20191231,2019,AKRXQ,682.4290,2834
014309,20191231,2019,IPAR,713.5140,2844
014311,20191231,2019,PII,6782.5180,3790
014312,20190430,2018,EMLAF,25161.4000,5411
014313,20191231,2019,OSB,1731.0000,2400
014320,20191231,2019,ICPT,252.0020,2836
014326,20191231,2019,ONEXF,1433.2290,6799
014326,20191231,2019,ONEXF,1433.0000,6799
014330,20191231,2019,WFG,4877.0000,2421
014333,20191231,2019,IGIFF,3267.7530,6282
014333,20191231,2019,IGIFF,3232.6060,6282
014352,20191231,2019,SNCAF,9305.0670,8711
014353,20190831,2019,SJR,5361.0000,4841
014359,20191231,2019,PXD,9671.0000,1311
014369,20191231,2019,USM,4022.0000,4812
014370,20191231,2019,MAN,20863.5000,7363
014390,20191231,2019,FTS,8783.0000,4911
014391,20191231,2019,TAC,2347.0000,4911
014394,20191231,2019,WCM.A,1.1200,6510
014401,20191231,2019,ITIC,183.5020,6361
014401,20191231,2019,ITIC,183.5020,6361
014403,20191231,2019,DX,-22.4500,6798
014403,20191231,2019,DX,164.4350,6798
014418,20191231,2019,MGM,12899.6720,7990
014433,20191231,2019,CDUAF,3905.0000,4932
014437,20191231,2019,ATE1,1240.0000,4911
014447,20191231,2019,LVMUY,60227.5440,2330
014451,20191231,2019,QTXB,0.0000,3841
014477,20191231,2019,WM,15455.0000,4953
014489,20190131,2018,DELL,90621.0000,3571
014501,20190930,2019,NUZE,1.7940,2090
014517,20191231,2019,TMXXF,1168.0000,6200
014517,20191231,2019,TMXXF,806.9000,6200
014535,20191231,2019,SSP,1423.8360,4833
014538,20191231,2019,TEVA,16887.0000,2834
014551,20191231,2019,SAMG,102.1520,6282
014561,20190630,2019,IIVI,1362.4960,3827
014563,20191231,2019,MERC,1624.4110,2611
014567,20190131,2018,CLHRF,0.0000,1040
014580,20191231,2019,LNT1,1475.7000,4931
014590,20191231,2019,FCX,14568.0000,1000
014592,20191231,2019,AB,266.2920,6799
014603,20190430,2018,CDMO,53.6030,2835
014605,20191231,2019,WPP,17527.2420,7311
014620,20191231,2019,ELUXY,12736.1840,3630
014624,20191231,2019,ODP,10647.0000,5940
014639,20191231,2019,NEN,60.4780,6513
014790,20191231,2019,MTH,3666.9440,1531
014793,20191231,2019,ARCH,2294.3520,1220
014794,20191231,2019,CMT,284.2900,3089
014802,20190930,2019,NABZY,22646.6770,6020
014802,20190930,2019,NABZY,22646.6770,6020
014822,20191231,2019,WRB,7833.0020,6331
014822,20191231,2019,WRB,7907.9430,6331
014824,20191231,2019,CINF,7924.0000,6331
014824,20191231,2019,CINF,7937.0000,6331
014828,20191231,2019,ORI,7213.7000,6331
014828,20191231,2019,ORI,7220.5000,6331
014865,20191231,2019,LFAP,0.0030,3949
014891,20191231,2019,MGPI,362.7450,2085
014894,20190331,2018,VOD,49010.0000,4812
014898,20191231,2019,DDD,629.0940,3559
014912,20191231,2019,EIX1,12306.0000,4911
014913,20190228,2018,AUSI,0.0400,3621
014924,20191231,2019,NTP,2.9650,6512
014934,20191231,2019,DVN,6220.0000,1311
014954,20190831,2019,LNN,444.0720,3523
014957,20190630,2019,AFTM,0.9760,7819
014960,20191231,2019,LH,11554.8000,8071
014966,20191231,2019,VEGYF,0.0000,1090
014983,20190430,2018,CSBR,27.0670,2836
014985,20191231,2019,VASO,75.7460,5047
014999,20191231,2019,ACAVF,0.0000,9995
015000,20190331,2018,ADWPF,381.7960,2084
015016,20191231,2019,PHXCF,0.0000,6799
015020,20191231,2019,TMTNF,3678.7050,5082
015022,20191231,2019,CGRIF,18.5380,6726
015024,20190331,2018,UCPLF,45.9020,6199
015030,20190930,2019,CXA.,0.0050,6552
015038,20191231,2019,IFSPF,1875.8210,2421
015042,20191231,2019,PKIUF,18453.0000,5172
015044,20190131,2018,WDAY,2822.1800,7370
015050,20190331,2018,HERXF,483.8770,3728
015055,20191231,2019,CNQ,22871.0000,1311
015059,20191231,2019,MODVF,209.3060,6552
015060,20191231,2019,CPE,671.5720,1311
015070,20191231,2019,SU,38344.0000,2911
015082,20191231,2019,SVCTF,243.8670,6799
015083,20191031,2019,TCLAF,3038.8000,2750
015087,20191231,2019,LWAY,93.6620,2020
015092,20191231,2019,9614B,912.8650,5812
015096,20190131,2018,WFICF,452.2160,6552
015098,20190430,2018,BCKMF,3.1440,6531
015101,20191231,2019,MFA,792.6380,6798
015101,20191231,2019,MFA,807.5830,6798
015111,20191231,2019,RPT,234.7030,6798
015111,20191231,2019,RPT,316.6930,6798
015136,20190331,2018,5672A,12836.0000,6141
015142,20191231,2019,STAR,521.3450,6798
015142,20191231,2019,STAR,945.8840,6798
015149,20191231,2019,MCBK,21.6540,6020
015149,20191231,2019,MCBK,21.6540,6020
015153,20191231,2019,AGM,666.0350,6111
015153,20191231,2019,AGM,666.0350,6111
015171,20191231,2019,5685B,1430.2920,4991
015172,20191231,2019,FCAU,121405.5780,3711
015178,20191031,2019,VODG,0.8830,2836
015181,20191231,2019,BBVA,46076.8230,6020
015181,20191231,2019,BBVA,45419.2240,6020
015199,20191231,2019,SRCE,384.0070,6020
015199,20191231,2019,SRCE,384.0070,6020
015201,20191231,2019,FTSSF,0.0000,1040
015208,20191231,2019,FMCC,74924.0000,6111
015208,20191231,2019,FMCC,75056.0000,6111
015211,20191231,2019,DREUF,197.2410,6798
015212,20191231,2019,CAPL,2071.4250,5172
015240,20191231,2019,WWR,0.0000,1400
015247,20191231,2019,VLO,102729.0000,2911
015252,20191231,2019,TRS,723.5300,3460
015267,20191231,2019,IEX,2494.5730,3561
015305,20191231,2019,MCN1,1462.0000,4924
015319,20191231,2019,REPYY,56180.9530,2911
015327,20190331,2018,BNSO,9.9920,3590
015334,20191231,2019,AKZOY,10409.3670,2851
015337,20190228,2018,EMMS,114.1310,4832
015343,20191231,2019,MLI,2430.6160,3350
015350,20191231,2019,BPT,48.9720,6792
015362,20190930,2019,WBK,24931.8490,6020
015362,20190930,2019,WBK,24931.8490,6020
015363,20191231,2019,TCF,2052.7930,6020
015363,20191231,2019,TCF,2052.7930,6020
015364,20191231,2019,ARGO,1990.5000,6351
015364,20191231,2019,ARGO,1970.6000,6351
015399,20191231,2019,PVVLF,99.9110,6799
015399,20191231,2019,PVVLF,93.7620,6799
015414,20190630,2019,TECH,714.0060,2836
015417,20191231,2019,BRO,2392.1710,6411
015420,20190131,2018,AMBA,227.7680,3674
015444,20191231,2019,CRH,28199.3290,3241
015448,20191231,2019,CIN3,3004.0000,4911
015453,20191231,2019,HHHEF,0.0000,1000
015459,20191231,2019,TG,972.3580,3081
015481,20190930,2019,UBMRF,4.4540,7370
015489,20191231,2019,HGEN,0.0000,2836
015508,20191231,2019,NGLOY,29870.0000,1000
015509,20191231,2019,HSBC,81917.0000,6020
015509,20191231,2019,HSBC,81917.0000,6020
015520,20190131,2018,SIG,6247.1000,5944
015532,20191231,2019,BNPQY,81694.8980,6020
015532,20191231,2019,BNPQY,81694.8980,6020
015539,20191231,2019,PRTK,16.5440,2834
015543,20191231,2019,SRAX,3.5840,7311
015545,20191231,2019,AVVIY,92958.3110,6311
015552,20191231,2019,DNKEY,13240.0960,6020
015552,20191231,2019,DNKEY,13240.0960,6020
015576,20191231,2019,DB,38788.2440,6020
015576,20191231,2019,DB,38788.2440,6020
015580,20191031,2019,BMO,38581.0000,6020
015580,20191031,2019,BMO,38596.0000,6020
015581,20191031,2019,CM,28453.0000,6020
015581,20191031,2019,CM,28665.0000,6020
015582,20191031,2019,BNS,46122.0000,6020
015582,20191031,2019,BNS,45991.0000,6020
015598,20191231,2019,AEG,75185.1170,6311
015607,20191231,2019,POFNF,47802.0000,6311
015607,20191231,2019,POFNF,48013.0000,6311
015613,20190331,2018,NMR,16561.0000,6211
015617,20191231,2019,ING,20488.8110,6199
015620,20191031,2019,NTIOF,11880.0000,6020
015620,20191031,2019,NTIOF,11818.0000,6020
015633,20191031,2019,RY,67510.0000,6020
015633,20191031,2019,RY,66600.0000,6020
015634,20191231,2019,NWG,23284.2760,6020
015634,20191231,2019,NWG,22690.9450,6020
015659,20190331,2018,TKOMY,49333.2590,6331
015668,20190331,2018,IX,21973.8440,6172
015679,20191231,2019,UOVEY,11952.2640,6020
015679,20191231,2019,UOVEY,11952.2640,6020
015704,20191231,2019,TRI,5906.0000,7370
015706,20191031,2019,TD,56346.0000,6020
015706,20191031,2019,TD,57300.0000,6020
015724,20191231,2019,ALIZY,127716.7330,6331
015743,20191231,2019,DBSDY,15249.9680,6020
015743,20191231,2019,DBSDY,15249.9680,6020
015782,20191231,2019,PUK,93736.0000,6311
015784,20191231,2019,SCGLY,52211.7930,6020
015784,20191231,2019,SCGLY,52050.1990,6020
015824,20191231,2019,HGBL,26.1680,6799
015855,20190331,2018,NLOK,4731.0000,7372
015889,20190930,2019,ANZBY,23959.9090,6020
015889,20190930,2019,ANZBY,23959.9090,6020
015929,20191231,2019,LYG,33162.9750,6020
015929,20191231,2019,LYG,33162.9750,6020
016004,20190831,2019,PQEFF,0.0780,1311
016005,20191231,2019,IVPAF,0.0000,1000
016006,20190630,2019,MGPHF,0.0000,1400
016009,20190131,2018,SPWH,849.1290,5940
016011,20191231,2019,YY,3673.1570,7370
016015,20191231,2019,QRHC,98.9790,4950
016026,20191231,2019,SDLPQ,750.0000,1381
016029,20191231,2019,TSCEF,15.1850,1311
016041,20191231,2019,WLFFF,0.0000,1040
016051,20191231,2019,8622B,3575.6370,6200
016058,20190831,2019,SCR,31.1210,7812
016066,20191231,2019,MRCC,68.1930,6797
016069,20190331,2018,INVU,29.6590,7370
016101,20191231,2019,ABBV,33266.0000,2836
016113,20191231,2019,APAM,798.9520,6282
016116,20191231,2019,CONE,981.3000,6798
016123,20190430,2018,GOE.,0.0000,1040
016125,20191231,2019,GMRE,70.7260,6798
016149,20191231,2019,OFS,52.5210,6797
016150,20191231,2019,SCM,58.9120,6797
016187,20191231,2019,6120B,55.5120,6159
016188,20191231,2019,CGNX,725.6250,3823
016225,20191231,2019,WES,2746.1740,4922
016245,20191231,2019,PBCT,2304.6000,6020
016245,20191231,2019,PBCT,2304.6000,6020
016269,20190930,2019,ENTA,205.1970,2836
016271,20191231,2019,SABK,37.1030,6020
016271,20191231,2019,SABK,37.1030,6020
016305,20191231,2019,AGRPY,9417.8470,6020
016305,20191231,2019,AGRPY,9409.9140,6020
016348,20191231,2019,ISNPY,22355.0010,6020
016348,20191231,2019,ISNPY,22355.0010,6020
016384,20191231,2019,VOYA,7476.0000,6311
016401,20190331,2018,CRUS,1185.5240,3674
016426,20191231,2019,ELFIF,2930.0930,6331
016426,20191231,2019,ELFIF,2906.5410,6331
016428,20191231,2019,FRFHF,27980.5290,6331
016428,20191231,2019,FRFHF,21363.2000,6331
016431,20191231,2019,GWLIF,44864.0000,6311
016431,20191231,2019,GWLIF,44673.0000,6311
016432,20191031,2019,LRCDF,1838.4810,6020
016432,20191031,2019,LRCDF,1838.4810,6020
016453,20190531,2018,NEOG,414.3360,2834
016456,20191231,2019,HNGR,1098.0460,8093
016466,20190630,2019,AGAUF,0.0000,1040
016476,20191130,2019,LEVI,5763.0870,2300
016477,20191231,2019,LEA,19810.3000,2531
016478,20191231,2019,EOG,17122.0020,1311
016480,20191231,2019,RSPI,0.0000,2836
016486,20191231,2019,BCC,4643.4040,5031
016500,20191231,2019,RCO.UN,0.9100,6199
016521,20191231,2019,VREYF,481.0150,1311
016528,20191231,2019,EFRTF,66.7770,6798
016531,20191231,2019,ZIXI,173.4280,7370
016535,20191231,2019,PRLX,0.1290,7370
016549,20191231,2019,SFBS,414.7850,6020
016549,20191231,2019,SFBS,414.7850,6020
016560,20191231,2019,AWCMY,0.0000,6799
016564,20190930,2019,WSCO,0.0900,8742
016582,20191231,2019,NTR,20023.0000,2870
016590,20191231,2019,HGKGY,0.0000,4911
016597,20191231,2019,LSCC,404.0930,3674
016603,20191231,2019,3NSRGY,95883.9990,2000
016608,20191231,2019,WHF,67.0730,6797
016611,20191231,2019,POTRF,0.0000,1400
016641,20191231,2019,ATAX,62.3180,6799
016648,20191231,2019,ADSW,1623.0000,4953
016653,20191231,2019,TMHC,4762.0590,1531
016668,20191231,2019,AROW,138.3140,6020
016668,20191231,2019,AROW,138.3140,6020
016671,20191231,2019,AAME,198.1790,6321
016689,20190630,2019,NBN,87.9460,6020
016689,20190630,2019,NBN,87.9460,6020
016698,20191231,2019,BMTC,275.5730,6020
016698,20191231,2019,BMTC,275.5730,6020
016700,20191231,2019,RESI,207.0100,6798
016705,20191231,2019,CPF,258.1840,6020
016705,20191231,2019,CPF,257.4290,6020
016710,20190930,2019,DGII,254.2030,3576
016714,20191231,2019,DGICA,812.1570,6331
016714,20191231,2019,DGICA,815.4460,6331
016719,20191231,2019,BSTG,0.0000,2836
016720,20191231,2019,AAMC,15.7620,6500
016720,20191231,2019,AAMC,22.5120,6500
016721,20190331,2018,EA,4950.0000,7372
016725,20191231,2019,KPTSF,0.0000,2621
016738,20191231,2019,HMHC,1390.6740,2731
016745,20191231,2019,PRTA,0.8140,2836
016748,20191231,2019,CNBKA,177.5380,6020
016748,20191231,2019,CNBKA,177.5380,6020
016775,20191231,2019,CIA,245.0450,6311
016775,20191231,2019,CIA,246.8740,6311
016777,20191231,2019,FBNC,308.6970,6020
016777,20191231,2019,FBNC,308.6970,6020
016781,20191231,2019,CHCO,265.4900,6020
016781,20191231,2019,CHCO,265.4900,6020
016790,20191231,2019,CBU,616.3460,6020
016790,20191231,2019,CBU,616.3460,6020
016821,20191231,2019,FBP,761.5900,6020
016821,20191231,2019,FBP,761.5900,6020
016832,20191231,2019,GBCI,676.9510,6020
016832,20191231,2019,GBCI,676.9510,6020
016845,20191231,2019,FRME,552.0930,6020
016845,20191231,2019,FRME,552.0930,6020
016848,20191231,2019,TVTX,175.3380,2836
016884,20191231,2019,LFT,39.0570,6798
016886,20191231,2019,BFYT,381.8080,6411
016886,20191231,2019,BFYT,381.8080,6411
016889,20191231,2019,INDB,560.4120,6020
016889,20191231,2019,INDB,560.4120,6020
016890,20191231,2019,IBCP,196.6640,6020
016890,20191231,2019,IBCP,196.6640,6020
016909,20191231,2019,SLTTF,219.6910,6798
016947,20191231,2019,ATNM,0.0000,2836
016957,20190930,2019,HARL,34.7070,6036
016957,20190930,2019,HARL,34.7070,6036
016967,20191231,2019,HIFS,115.7800,6036
016967,20191231,2019,HIFS,115.7800,6036
016972,20191231,2019,ANY,5.5790,7372
016976,20191231,2019,MXLGF,0.0000,1040
016981,20191231,2019,OFG,454.9700,6020
016981,20191231,2019,OFG,454.9700,6020
016989,20191231,2019,PEBK,67.3400,6020
016989,20191231,2019,PEBK,67.3400,6020
017001,20191231,2019,FUBO,4.2710,7372
017010,20191231,2019,LSXMK,7794.0000,4832
017012,20191231,2019,XONE,53.2760,3550
017024,20191231,2019,IGAP,0.2090,3845
017035,20191231,2019,MCY,3983.0180,6331
017035,20191231,2019,MCY,3978.1230,6331
017041,20191231,2019,AMXEF,0.0000,1040
017072,20191231,2019,NSEC,67.3990,6331
017073,20191231,2019,NWLI,819.1880,6311
017073,20191231,2019,NWLI,822.4400,6311
017095,20191231,2019,ONB,929.7040,6020
017095,20191231,2019,ONB,929.7040,6020
017101,20191231,2019,IMGN,82.2710,2836
017106,20191231,2019,PEBO,234.3690,6020
017106,20191231,2019,PEBO,234.3690,6020
017115,20191231,2019,SIGI,2827.7130,6331
017115,20191231,2019,SIGI,2859.6300,6331
017120,20191231,2019,SIVB,3539.8470,6020
017120,20191231,2019,SIVB,3539.8470,6020
017130,20191231,2019,STD2,12379.3120,6020
017130,20191231,2019,STD2,12379.3120,6020
017131,20191231,2019,IHC,377.0930,6321
017131,20191231,2019,IHC,378.5110,6321
017132,20191231,2019,WSFS,709.2010,6035
017132,20191231,2019,WSFS,709.2010,6035
017145,20190930,2019,WAFD,734.5940,6020
017145,20190930,2019,WAFD,734.5940,6020
017150,20191231,2019,WBS,1439.8980,6020
017150,20191231,2019,WBS,1439.8980,6020
017151,20191231,2019,WSBC,600.9690,6020
017151,20191231,2019,WSBC,600.9690,6020
017161,20191231,2019,GAYGF,0.0000,1040
017173,20191231,2019,ACNB,87.7270,6020
017173,20191231,2019,ACNB,87.7270,6020
017175,20190630,2019,KTRA,0.0000,2836
017180,20191231,2019,SNFCA,283.0610,6162
017184,20191231,2019,SBCF,346.5550,6020
017184,20191231,2019,SBCF,346.5550,6020
017185,20191231,2019,XXII,25.8330,2836
017192,20191231,2019,CMAUF,0.0000,1000
017195,20191231,2019,FFBC,738.9510,6020
017195,20191231,2019,FFBC,731.2120,6020
017197,20191231,2019,GM2,14554.0000,6141
017197,20191231,2019,GM2,14720.0000,6141
017199,20191231,2019,BLFS,27.3710,2836
017217,20191231,2019,ISEYF,13.4490,3663
017222,20191231,2019,ADKT,63.2000,6020
017222,20191231,2019,ADKT,63.2000,6020
017228,20191231,2019,TALO,927.6200,1311
017240,20191231,2019,TMP,336.8110,6020
017240,20191231,2019,TMP,336.8110,6020
017245,20191231,2019,TRST,210.7190,6035
017245,20191231,2019,TRST,210.7190,6035
017248,20191231,2019,UBSI,910.7460,6020
017248,20191231,2019,UBSI,910.7460,6020
017252,20191231,2019,UFCS,1201.1650,6331
017252,20191231,2019,UFCS,1208.1460,6331
017269,20191231,2019,ASRV,65.0400,6020
017269,20191231,2019,ASRV,65.0400,6020
017277,20191231,2019,NVEE,508.9380,8711
017285,20191231,2019,CWGL,67.1350,2084
017287,20191231,2019,SBSW,5211.5990,1040
017306,20191231,2019,PFSI,1689.3830,6162
017334,20190331,2018,DGJI,0.9230,5180
017341,20191231,2019,ARTNA,83.5950,4941
017349,20191031,2019,SKKY,1.3670,7370
017350,20191231,2019,TTPH,7.3760,2836
017367,20191231,2019,AMNB,108.0250,6020
017367,20191231,2019,AMNB,108.0250,6020
017376,20191231,2019,MRIN,49.0360,7370
017380,20191231,2019,AHOTF,269.5600,6798
017384,20190930,2019,BYAGF,0.0000,1040
017386,20191231,2019,SPVNF,4.6450,3674
017408,20191231,2019,NVGS,301.3850,4412
017420,20191231,2019,ATLCY,11132.3460,3560
017422,20191231,2019,PME,89.6220,2090
017436,20191231,2019,BASFY,67765.2450,2800
017438,20191231,2019,BDGE,206.9280,6020
017438,20191231,2019,BDGE,206.9280,6020
017449,20191231,2019,KELTF,375.0550,1311
017451,20191231,2019,IBTX,728.2400,6020
017451,20191231,2019,IBTX,728.2400,6020
017452,20191231,2019,DANOY,28376.6330,2000
017454,20191231,2019,KNOP,282.5020,4400
017485,20191231,2019,DRIO,7.5590,2835
017491,20190531,2018,CMXC,0.0000,3845
017494,20190131,2018,MMMB,28.5220,2030
017498,20191231,2019,CMRX,12.5190,2836
017515,20190831,2019,GKPRF,13.7260,3812
017534,20191231,2019,CCNE,181.7030,6020
017534,20191231,2019,CCNE,181.7030,6020
017553,20190930,2019,MODN,141.2350,7370
017556,20191231,2019,BPY,8203.0000,6512
017556,20191231,2019,BPY,10872.0000,6512
017582,20191231,2019,HRR.UN,0.7970,6199
017586,20191231,2019,FSB,202.4670,6020
017586,20191231,2019,FSB,202.4670,6020
017589,20191231,2019,GDG.UN,2.4090,6722
017594,20191231,2019,RBNC,91.1490,6020
017594,20191231,2019,RBNC,91.1490,6020
017597,20190430,2018,PTRC,1.6450,1311
017616,20191231,2019,BURCA,212.2570,3443
017626,20191231,2019,AHH,280.6860,6798
017634,20191231,2019,RRDMF,0.0000,1040
017639,20191231,2019,AMH,1139.8780,6798
017641,20191231,2019,BKSC,21.1110,6020
017641,20191231,2019,BKSC,21.1110,6020
017651,20190630,2019,RZLT,0.0000,2836
017653,20191231,2019,ADMA,29.3490,2836
017659,20191231,2019,CCFN,33.5710,6020
017659,20191231,2019,CCFN,33.5710,6020
017665,20191231,2019,PVVTF,1218.1240,7370
017687,20191231,2019,HMTV,149.3870,4833
017696,20191231,2019,TSC,315.2290,6020
017696,20191231,2019,TSC,315.2290,6020
017707,20190930,2019,WBBW,38.6430,6035
017707,20190930,2019,WBBW,38.6430,6035
017708,20191231,2019,CANWF,0.0000,1040
017715,20191231,2019,CVLY,99.2290,6020
017715,20191231,2019,CVLY,99.2290,6020
017716,20191231,2019,AXIM,0.7990,2834
017720,20191231,2019,IVREF,54.5670,6798
